Porter,Original,Lancaster,Snowball
eventshah,['eventshah'],['eventshah'],['eventshah']
eventshahleh,['eventshahleh'],['eventshahleh'],['eventshahleh']
eventu,"['eventuate', 'eventual', 'eventualities', 'eventually', 'eventuality']","['eventu', 'ev', 'ev', 'ev', 'ev']","['eventu', 'eventu', 'eventu', 'eventu', 'eventu']"
evenut,['evenutally'],['evenut'],['evenut']
ever,['ever'],['ev'],['ever']
everbodi,['everbody'],['everbody'],['everbodi']
everest,['everest'],['everest'],['everest']
everett,['everett'],['everet'],['everett']
everglad,['everglades'],['everglad'],['everglad']
evergreen,['evergreen'],['evergreen'],['evergreen']
everi,['every'],['every'],['everi']
everlast,['everlasting'],['everlast'],['everlast']
everlastingli,['everlastingly'],['everlast'],['everlast']
evermount,['evermounting'],['evermount'],['evermount']
everybodi,['everybodys'],['everybody'],['everybodi']
everyday,['everyday'],['everyday'],['everyday']
everyon,['everyones'],['everyon'],['everyon']
everyth,['everythings'],['everyth'],['everyth']
everywher,['everywhere'],['everywh'],['everywher']
evict,['evicted'],['evict'],['evict']
evid,"['evidence', 'evidences', 'evident', 'evidently']","['evid', 'evid', 'evid', 'evid']","['evid', 'evid', 'evid', 'evid']"
evidenc,"['evidenced', 'evidencing']","['evid', 'evid']","['evidenc', 'evidenc']"
evidenti,['evidential'],['evid'],['evidenti']
evil,"['evil', 'evils']","['evil', 'evil']","['evil', 'evil']"
evildo,['evildoers'],['evildo'],['evildo']
evinc,['evinced'],['evint'],['evinc']
evoc,"['evocative', 'evocation', 'evocations']","['evoc', 'evoc', 'evoc']","['evoc', 'evoc', 'evoc']"
evok,"['evoked', 'evoke', 'evoking', 'evokes']","['evok', 'evok', 'evok', 'evok']","['evok', 'evok', 'evok', 'evok']"
evolut,['evolution'],['evolv'],['evolut']
evolutionari,['evolutionary'],['evolv'],['evolutionari']
evolutionist,['evolutionists'],['evolv'],['evolutionist']
evolv,"['evolved', 'evolve', 'evolving', 'evolves']","['evolv', 'evolv', 'evolv', 'evolv']","['evolv', 'evolv', 'evolv', 'evolv']"
evzon,['evzone'],['evzon'],['evzon']
ewc,['ewc'],['ewc'],['ewc']
ewe,['ewe'],['ew'],['ewe']
ewen,['ewen'],['ew'],['ewen']
ex,['ex'],['ex'],['ex']
exacerb,"['exacerbated', 'exacerbation', 'exacerbates', 'exacerbations']","['exacerb', 'exacerb', 'exacerb', 'exacerb']","['exacerb', 'exacerb', 'exacerb', 'exacerb']"
exact,"['exacted', 'exacting', 'exacts', 'exact']","['exact', 'exact', 'exact', 'exact']","['exact', 'exact', 'exact', 'exact']"
exactli,['exactly'],['exact'],['exact']
exagger,"['exaggerated', 'exaggerate', 'exaggerating', 'exaggeration', 'exaggerations']","['exag', 'exag', 'exag', 'exag', 'exag']","['exagger', 'exagger', 'exagger', 'exagger', 'exagger']"
exalt,"['exalted', 'exalting', 'exaltation', 'exaltations', 'exalt']","['exalt', 'exalt', 'exalt', 'exalt', 'exalt']","['exalt', 'exalt', 'exalt', 'exalt', 'exalt']"
examiant,['examiantion'],['examy'],['examiant']
examin,"['examined', 'examine', 'examining', 'examination', 'examiner', 'examines', 'examinations', 'examiners']","['examin', 'examin', 'examin', 'examin', 'examin', 'examin', 'examin', 'examin']","['examin', 'examin', 'examin', 'examin', 'examin', 'examin', 'examin', 'examin']"
examinin,['examinin'],['examinin'],['examinin']
exampl,"['example', 'examples']","['exampl', 'exampl']","['exampl', 'exampl']"
exasper,"['exasperated', 'exasperate', 'exasperating', 'exasperation']","['exasp', 'exasp', 'exasp', 'exasp']","['exasper', 'exasper', 'exasper', 'exasper']"
exasperatingli,['exasperatingly'],['exasp'],['exasper']
exboyfriend,['exboyfriend'],['exboyfriend'],['exboyfriend']
excav,"['excavation', 'excavations']","['excav', 'excav']","['excav', 'excav']"
exce,['exceeds'],['excess'],['exceed']
exceed,"['exceeded', 'exceed', 'exceeding']","['excess', 'excess', 'excess']","['exceed', 'exceed', 'exceed']"
exceedingli,['exceedingly'],['excess'],['exceed']
excel,"['excellence', 'excel', 'excellences', 'excels', 'excellent', 'excellency', 'excellently']","['excel', 'excel', 'excel', 'excel', 'excel', 'excel', 'excel']","['excel', 'excel', 'excel', 'excel', 'excel', 'excel', 'excel']"
excelsin,['excelsin'],['excelsin'],['excelsin']
excelsior,['excelsior'],['excelsy'],['excelsior']
except,"['excepting', 'exceptional', 'exception', 'exceptions', 'except', 'exceptionally']","['exceiv', 'exceiv', 'exceiv', 'exceiv', 'exceiv', 'exceiv']","['except', 'except', 'except', 'except', 'except', 'except']"
excerpt,"['excerpts', 'excerpt']","['excerpt', 'excerpt']","['excerpt', 'excerpt']"
excess,"['excessive', 'excesses', 'excess', 'excessively']","['excess', 'excess', 'excess', 'excess']","['excess', 'excess', 'excess', 'excess']"
exchang,"['exchanged', 'exchange', 'exchanging', 'exchanges']","['exchang', 'exchang', 'exchang', 'exchang']","['exchang', 'exchang', 'exchang', 'exchang']"
exchequ,['exchequer'],['exchequ'],['exchequ']
excis,"['excised', 'excise']","['exc', 'exc']","['excis', 'excis']"
excit,"['excited', 'excite', 'exciting', 'excitement', 'excitability']","['excit', 'excit', 'excit', 'excit', 'excit']","['excit', 'excit', 'excit', 'excit', 'excit']"
excitatori,['excitatory'],['excit'],['excitatori']
excitedli,['excitedly'],['excit'],['excit']
exclaim,"['exclaimed', 'exclaiming', 'exclaim', 'exclaims']","['exclaim', 'exclaim', 'exclaim', 'exclaim']","['exclaim', 'exclaim', 'exclaim', 'exclaim']"
exclam,"['exclamation', 'exclamations']","['exclam', 'exclam']","['exclam', 'exclam']"
exclud,"['excluded', 'exclude', 'excluding', 'excludes']","['exclud', 'exclud', 'exclud', 'exclud']","['exclud', 'exclud', 'exclud', 'exclud']"
exclus,"['exclusive', 'exclusion', 'exclusions', 'exclusiveness', 'exclusively']","['exclud', 'exclud', 'exclud', 'exclud', 'exclud']","['exclus', 'exclus', 'exclus', 'exclus', 'exclus']"
excommun,['excommunicated'],['excommun'],['excommun']
excori,['excoriate'],['exc'],['excori']
excret,['excretion'],['excret'],['excret']
excruci,['excruciating'],['excrucy'],['excruci']
excurs,"['excursion', 'excursions']","['excurs', 'excurs']","['excurs', 'excurs']"
excursu,['excursus'],['excurs'],['excursus']
excus,"['excused', 'excusable', 'excuse', 'excuses']","['excus', 'excus', 'excus', 'excus']","['excus', 'excus', 'excus', 'excus']"
exec,['exec'],['exec'],['exec']
execut,"['executed', 'execute', 'executive', 'executing', 'execution', 'executives', 'executions']","['execut', 'execut', 'execut', 'execut', 'execut', 'execut', 'execut']","['execut', 'execut', 'execut', 'execut', 'execut', 'execut', 'execut']"
execution,"['executioner', 'executioners']","['execut', 'execut']","['execution', 'execution']"
executor,"['executor', 'executors']","['execut', 'execut']","['executor', 'executor']"
exeget,['exegete'],['exeget'],['exeget']
exemplar,['exemplar'],['exempl'],['exemplar']
exemplifi,"['exemplified', 'exemplifies', 'exemplify']","['exempl', 'exempl', 'exempl']","['exemplifi', 'exemplifi', 'exemplifi']"
exempt,"['exemption', 'exemptions', 'exempt']","['exempt', 'exempt', 'exempt']","['exempt', 'exempt', 'exempt']"
exercis,"['exercised', 'exercise', 'exercising', 'exercises']","['exerc', 'exerc', 'exerc', 'exerc']","['exercis', 'exercis', 'exercis', 'exercis']"
exert,"['exerted', 'exerting', 'exertion', 'exertions', 'exerts', 'exert']","['exert', 'exert', 'exert', 'exert', 'exert', 'exert']","['exert', 'exert', 'exert', 'exert', 'exert', 'exert']"
exhal,"['exhaled', 'exhaling']","['exh', 'exh']","['exhal', 'exhal']"
exhaust,"['exhausted', 'exhaustible', 'exhaustive', 'exhausting', 'exhaustion', 'exhausts', 'exhaust', 'exhaustively']","['exhaust', 'exhaust', 'exhaust', 'exhaust', 'exhaust', 'exhaust', 'exhaust', 'exhaust']","['exhaust', 'exhaust', 'exhaust', 'exhaust', 'exhaust', 'exhaust', 'exhaust', 'exhaust']"
exhaustingli,['exhaustingly'],['exhaust'],['exhaust']
exhibit,"['exhibited', 'exhibiting', 'exhibition', 'exhibitions', 'exhibits', 'exhibit']","['exhibit', 'exhibit', 'exhibit', 'exhibit', 'exhibit', 'exhibit']","['exhibit', 'exhibit', 'exhibit', 'exhibit', 'exhibit', 'exhibit']"
exhibitor,['exhibitors'],['exhibit'],['exhibitor']
exhilar,"['exhilarated', 'exhilarating']","['exhil', 'exhil']","['exhilar', 'exhilar']"
exhort,"['exhorting', 'exhortations']","['exhort', 'exhort']","['exhort', 'exhort']"
exhum,['exhumations'],['exhum'],['exhum']
exhusband,['exhusband'],['exhusband'],['exhusband']
exig,['exigencies'],['exig'],['exig']
exil,"['exiled', 'exile', 'exiling', 'exiles']","['exil', 'exil', 'exil', 'exil']","['exil', 'exil', 'exil', 'exil']"
exist,"['existed', 'existence', 'existing', 'exists', 'existent', 'exist']","['ex', 'ex', 'ex', 'ex', 'ex', 'ex']","['exist', 'exist', 'exist', 'exist', 'exist', 'exist']"
existenti,"['existential', 'existentialism']","['ex', 'ex']","['existenti', 'existenti']"
existentialist,"['existentialists', 'existentialist']","['ex', 'ex']","['existentialist', 'existentialist']"
exit,"['exits', 'exit']","['exit', 'exit']","['exit', 'exit']"
exodu,['exodus'],['exod'],['exodus']
exogam,['exogamous'],['exogam'],['exogam']
exogami,['exogamy'],['exogamy'],['exogami']
exoner,"['exonerated', 'exonerate', 'exoneration']","['exon', 'exon', 'exon']","['exoner', 'exoner', 'exoner']"
exorbit,['exorbitant'],['exorbit'],['exorbit']
exorcis,['exorcise'],['exorc'],['exorcis']
exot,['exotic'],['exot'],['exot']
exotherm,['exothermic'],['exotherm'],['exotherm']
exp,['expe'],['exp'],['exp']
expand,"['expanded', 'expand', 'expandable', 'expanding', 'expands']","['expand', 'expand', 'expand', 'expand', 'expand']","['expand', 'expand', 'expand', 'expand', 'expand']"
expans,"['expanse', 'expansive', 'expansion', 'expansions', 'expansiveness', 'expansively']","['expans', 'expand', 'expand', 'expand', 'expand', 'expand']","['expans', 'expans', 'expans', 'expans', 'expans', 'expans']"
expansionist,['expansionist'],['expand'],['expansionist']
expect,"['expected', 'expectable', 'expecting', 'expectation', 'expectations', 'expects', 'expect', 'expectant', 'expectancy']","['expect', 'expect', 'expect', 'expect', 'expect', 'expect', 'expect', 'expect', 'expect']","['expect', 'expect', 'expect', 'expect', 'expect', 'expect', 'expect', 'expect', 'expect']"
expectantli,['expectantly'],['expect'],['expect']
expectedli,['expectedly'],['expect'],['expect']
expedi,"['expedient', 'expediency']","['expedy', 'expedy']","['expedi', 'expedi']"
expedit,"['expediting', 'expedition', 'expeditions']","['expedit', 'expedit', 'expedit']","['expedit', 'expedit', 'expedit']"
expediti,"['expeditious', 'expeditiously']","['exp', 'exp']","['expediti', 'expediti']"
expel,"['expelled', 'expelling', 'expel']","['expel', 'expel', 'expel']","['expel', 'expel', 'expel']"
expend,"['expended', 'expend', 'expendable']","['expend', 'expend', 'expend']","['expend', 'expend', 'expend']"
expenditur,"['expenditure', 'expenditures']","['expendit', 'expendit']","['expenditur', 'expenditur']"
expens,"['expense', 'expensive', 'expenses']","['expens', 'expend', 'expens']","['expens', 'expens', 'expens']"
experi,"['experimented', 'experience', 'experimenting', 'experiences', 'experiments', 'experiment']","['expery', 'expery', 'expery', 'expery', 'expery', 'expery']","['experi', 'experi', 'experi', 'experi', 'experi', 'experi']"
experienc,"['experienced', 'experiencing']","['expery', 'expery']","['experienc', 'experienc']"
experienti,"['experiential', 'experientially']","['expery', 'expery']","['experienti', 'experienti']"
experiment,"['experimental', 'experimentalism', 'experimentation', 'experimenter', 'experimentations', 'experimenters', 'experimentally']","['expery', 'expery', 'expery', 'expery', 'expery', 'expery', 'expery']","['experiment', 'experiment', 'experiment', 'experiment', 'experiment', 'experiment', 'experiment']"
expert,"['experts', 'expert']","['expert', 'expert']","['expert', 'expert']"
expertis,['expertise'],['expert'],['expertis']
expertli,['expertly'],['expert'],['expert']
expiat,"['expiating', 'expiation']","['expy', 'expy']","['expiat', 'expiat']"
expir,"['expired', 'expire', 'expiration', 'expires']","['expir', 'expir', 'expir', 'expir']","['expir', 'expir', 'expir', 'expir']"
explain,"['explained', 'explaining', 'explain', 'explains']","['explain', 'explain', 'explain', 'explain']","['explain', 'explain', 'explain', 'explain']"
explan,"['explanation', 'explanations']","['expl', 'expl']","['explan', 'explan']"
explanatori,['explanatory'],['expl'],['explanatori']
explic,['explicable'],['expl'],['explic']
explicit,"['explicitness', 'explicit']","['explicit', 'explicit']","['explicit', 'explicit']"
explicitli,['explicitly'],['explicit'],['explicit']
explod,"['exploded', 'explode', 'exploding', 'explodes']","['explod', 'explod', 'explod', 'explod']","['explod', 'explod', 'explod', 'explod']"
exploit,"['exploited', 'exploiting', 'exploitation', 'exploiters', 'exploits', 'exploit']","['exploit', 'exploit', 'exploit', 'exploit', 'exploit', 'exploit']","['exploit', 'exploit', 'exploit', 'exploit', 'exploit', 'exploit']"
explor,"['explored', 'explore', 'exploring', 'exploration', 'explorer', 'explores', 'explorations', 'explorers']","['expl', 'expl', 'expl', 'expl', 'expl', 'expl', 'expl', 'expl']","['explor', 'explor', 'explor', 'explor', 'explor', 'explor', 'explor', 'explor']"
exploratori,['exploratory'],['expl'],['exploratori']
explos,"['explosive', 'explosion', 'explosives', 'explosively']","['explod', 'explod', 'explod', 'explod']","['explos', 'explos', 'explos', 'explos']"
expon,['exponents'],['expon'],['expon']
exponenti,['exponential'],['expon'],['exponenti']
export,"['exported', 'exporting', 'exporters', 'exports', 'export']","['export', 'export', 'export', 'export', 'export']","['export', 'export', 'export', 'export', 'export']"
expos,"['exposed', 'expose', 'exposing', 'exposes']","['expos', 'expos', 'expos', 'expos']","['expos', 'expos', 'expos', 'expos']"
exposit,"['exposited', 'exposition', 'expositions']","['exposit', 'exposit', 'exposit']","['exposit', 'exposit', 'exposit']"
expositori,['expository'],['exposit'],['expositori']
exposur,"['exposure', 'exposures']","['expos', 'expos']","['exposur', 'exposur']"
expound,"['expounded', 'expounding']","['expound', 'expound']","['expound', 'expound']"
express,"['expressed', 'expressible', 'expressive', 'expressing', 'expression', 'expresses', 'expressions', 'expressiveness', 'express']","['express', 'express', 'express', 'express', 'express', 'express', 'express', 'express', 'express']","['express', 'express', 'express', 'express', 'express', 'express', 'express', 'express', 'express']"
expression,['expressionism'],['express'],['expression']
expressionist,"['expressionistic', 'expressionists', 'expressionist']","['express', 'express', 'express']","['expressionist', 'expressionist', 'expressionist']"
expressionless,['expressionless'],['expressionless'],['expressionless']
expressiv,['expressivness'],['express'],['expressiv']
expressli,['expressly'],['express'],['expressli']
expressway,"['expressways', 'expressway']","['expressway', 'expressway']","['expressway', 'expressway']"
expropri,['expropriated'],['expropry'],['expropri']
expuls,['expulsion'],['expuls'],['expuls']
expung,"['expunge', 'expunging']","['expung', 'expung']","['expung', 'expung']"
expurg,['expurgation'],['expurg'],['expurg']
exquisit,"['exquisite', 'exquisiteness', 'exquisitely']","['exquisit', 'exquisit', 'exquisit']","['exquisit', 'exquisit', 'exquisit']"
extant,['extant'],['ext'],['extant']
extempor,"['extempore', 'extemporize']","['extemp', 'extemp']","['extempor', 'extempor']"
extend,"['extended', 'extend', 'extending', 'extends', 'extendibles']","['extend', 'extend', 'extend', 'extend', 'extend']","['extend', 'extend', 'extend', 'extend', 'extend']"
extens,"['extensive', 'extension', 'extensions', 'extensively']","['extend', 'extend', 'extend', 'extend']","['extens', 'extens', 'extens', 'extens']"
extensor,['extensor'],['extens'],['extensor']
extent,['extent'],['ext'],['extent']
extenu,"['extenuate', 'extenuating']","['extenu', 'extenu']","['extenu', 'extenu']"
exterior,"['exterior', 'exteriors']","['extery', 'extery']","['exterior', 'exterior']"
extermin,"['exterminate', 'exterminating', 'extermination']","['extermin', 'extermin', 'extermin']","['extermin', 'extermin', 'extermin']"
exterminatin,['exterminatin'],['exterminatin'],['exterminatin']
extern,"['external', 'externalization', 'extern', 'externally']","['extern', 'extern', 'extern', 'extern']","['extern', 'extern', 'extern', 'extern']"
extinct,"['extinction', 'extinct']","['extinct', 'extinct']","['extinct', 'extinct']"
extinguish,"['extinguished', 'extinguishing', 'extinguish']","['extinct', 'extinct', 'extinct']","['extinguish', 'extinguish', 'extinguish']"
extirp,"['extirpated', 'extirpating']","['extirp', 'extirp']","['extirp', 'extirp']"
extra,"['extra', 'extras']","['extr', 'extra']","['extra', 'extra']"
extract,"['extracted', 'extracting', 'extraction', 'extracts', 'extract']","['extract', 'extract', 'extract', 'extract', 'extract']","['extract', 'extract', 'extract', 'extract', 'extract']"
extractor,"['extractor', 'extractors']","['extract', 'extract']","['extractor', 'extractor']"
extraleg,['extralegal'],['extraleg'],['extraleg']
extramarit,['extramarital'],['extramarit'],['extramarit']
extran,"['extraneousness', 'extraneous']","['ext', 'ext']","['extran', 'extran']"
extraordinari,['extraordinary'],['extraordin'],['extraordinari']
extraordinarili,['extraordinarily'],['extraordin'],['extraordinarili']
extrapol,"['extrapolated', 'extrapolate', 'extrapolation', 'extrapolates', 'extrapolations']","['extrapol', 'extrapol', 'extrapol', 'extrapol', 'extrapol']","['extrapol', 'extrapol', 'extrapol', 'extrapol', 'extrapol']"
extraterrestri,['extraterrestrial'],['extraterrest'],['extraterrestri']
extravag,['extravagant'],['extrav'],['extravag']
extravaganza,['extravaganzas'],['extravaganza'],['extravaganza']
extrem,"['extreme', 'extremities', 'extremes', 'extremely', 'extremity']","['extrem', 'extrem', 'extrem', 'extrem', 'extrem']","['extrem', 'extrem', 'extrem', 'extrem', 'extrem']"
extrema,['extrema'],['extrem'],['extrema']
extremi,['extremis'],['extrem'],['extremi']
extremist,['extremists'],['extrem'],['extremist']
extric,['extricate'],['ext'],['extric']
extrovert,['extrovert'],['extrovert'],['extrovert']
extrud,"['extruded', 'extruding', 'extruder']","['extrud', 'extrud', 'extrud']","['extrud', 'extrud', 'extrud']"
exuber,"['exuberance', 'exuberant']","['exub', 'exub']","['exuber', 'exuber']"
exuberantli,['exuberantly'],['exub'],['exuber']
exud,['exuded'],['exud'],['exud']
exult,['exultation'],['exult'],['exult']
exultantli,['exultantly'],['exult'],['exult']
